participant_id	ethRT_q1	ethRT_q2	ethRT_q3	ethRT_q4	ethRT_q5	ethRT_q6	finRT_q1	finRT_q2	finRT_q3	finRT_q4	finRT_q5	finRT_q6	heaRT_q1	heaRT_q2	heaRT_q3	heaRT_q4	heaRT_q5	heaRT_q6	recRT_q1	recRT_q2	recRT_q3	recRT_q4	recRT_q5	recRT_q6	socRT_q1	socRT_q2	socRT_q3	socRT_q4	socRT_q5	socRT_q6
sub-176	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-177	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-178	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-179	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-180	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-181	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-182	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-183	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-184	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-185	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-186	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-187	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-188	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-189	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-190	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-191	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-192	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-193	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-194	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-195	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-196	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-197	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-198	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-199	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-200	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-201	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-202	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-203	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-204	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-205	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-206	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-207	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-208	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-209	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-210	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-211	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-212	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-213	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-214	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-215	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-216	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-217	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-218	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-219	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-220	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-221	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-222	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-223	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-224	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-225	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-226	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-227	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-228	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-229	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-230	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-231	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-232	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-233	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-234	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-235	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-236	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-237	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-238	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-239	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-240	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-241	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-242	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-243	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-244	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-245	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-246	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-247	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-248	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-249	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-250	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-251	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-252	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-253	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-254	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-255	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-256	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-257	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-258	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-259	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-260	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-261	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-262	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
sub-263	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000
